"","ring","Pnum","year","sex","unique2","weight","tarsus","wing_l","age","date"
"1737","TC58975","20091W44",2009,"M","20091W44_TC58975",19.5,NA,76.5,"6","18/05/2009"
"1738","T640385","20091W45",2009,"M","20091W45_T640385",16.1,NA,76,"6","16/05/2009"
"1739","TJ27901","20091W47",2009,"M","20091W47_TJ27901",17.9,NA,77.5,"6","11/05/2009"
"1740","TC58481","20091W4B",2009,"M","20091W4B_TC58481",19,NA,75,"6","17/05/2009"
"1741","TC58673","20091W5",2009,"M","20091W5_TC58673",17.7,NA,78,"6","13/05/2009"
"1742","J644940","20091W50",2009,"M","20091W50_J644940",17.7,NA,77,"6","12/05/2009"
"1743","TL37034","20091W53",2009,"M","20091W53_TL37034",17.6,NA,75.5,"5","12/05/2009"
"1744","J644922","20091W57",2009,"M","20091W57_J644922",17.5,NA,78,"6","12/05/2009"
"1745","J644953","20091W60",2009,"M","20091W60_J644953",19.6,NA,77,"6","16/05/2009"
"1746","J644955","20091W65",2009,"M","20091W65_J644955",16.1,NA,75,"6","16/05/2009"
"1747","TJ27562","20091W67",2009,"M","20091W67_TJ27562",18.5,NA,78,"6","12/05/2009"
"1748","N200903","20091W69",2009,"M","20091W69_N200903",16.9,NA,73,"6","18/05/2009"
"1749","TE80267","20091W74",2009,"M","20091W74_TE80267",19,NA,78,"6","16/05/2009"
"1750","TC58377","20091W77",2009,"M","20091W77_TC58377",19.3,NA,77,"6","09/05/2009"
"1751","TK26353","20091W80",2009,"M","20091W80_TK26353",18.4,NA,76,"6","16/05/2009"
"1752","J644936","20091W83",2009,"M","20091W83_J644936",19.5,NA,76,"6","11/05/2009"
"1753","TJ24530","20091W87",2009,"M","20091W87_TJ24530",17.8,NA,73,"5","16/05/2009"
"1754","J644942","20091W89",2009,"M","20091W89_J644942",18.8,NA,75,"6","12/05/2009"
"1755","J645001","20091W93",2009,"M","20091W93_J645001",18.9,NA,78,"6","09/05/2009"
"1756","X239559","20091W95",2009,"M","20091W95_X239559",19,NA,74,"4","11/05/2009"
"1757","J644920","20091W97",2009,"M","20091W97_J644920",18.4,NA,75,"6","11/05/2009"
"1758","J644941","20091W98",2009,"M","20091W98_J644941",17.5,NA,76,"6","12/05/2009"
"1759","X239604","20091W99A",2009,"M","20091W99A_X239604",18,NA,74,"6","11/05/2009"
"1760","L315208","20101B103",2010,"M","20101B103_L315208",17.3,23.2,70.5,"5","21/05/2010"
"1761","TP41548","20101B112",2010,"M","20101B112_TP41548",17.8,23,75,"5","15/05/2010"
"1762","TL37690","20101B121",2010,"M","20101B121_TL37690",17.6,23.2,75,"5","15/05/2010"
"1763","X237969","20101B122",2010,"M","20101B122_X237969",19.3,25.1,77,"4","17/05/2010"
"1764","TL37791","20101B131",2010,"M","20101B131_TL37791",17.4,23.2,77,"5","17/05/2010"
"1765","TJ26523","20101B158",2010,"M","20101B158_TJ26523",19.8,24,77,"6","20/05/2010"
"1766","X235630","20101B16",2010,"M","20101B16_X235630",18.3,23.5,76,"6","19/05/2010"
"1767","TP25193","20101B177",2010,"M","20101B177_TP25193",18.2,23.7,75,"5","14/05/2010"
"1768","X235637","20101B179",2010,"M","20101B179_X235637",17.7,23,75.5,"5","14/05/2010"
"1769","X239838","20101B182",2010,"M","20101B182_X239838",18.3,23.9,77.5,"6","15/05/2010"
"1770","L315204","20101B185",2010,"M","20101B185_L315204",18.9,23.6,77,"5","21/05/2010"
"1771","L315205","20101B188",2010,"M","20101B188_L315205",18.3,23.7,78,"5","21/05/2010"
"1772","TL37735","20101B189",2010,"M","20101B189_TL37735",17.6,22.5,75,"5","17/05/2010"
"1773","L315212","20101B199",2010,"M","20101B199_L315212",18,23.9,76,"5","24/05/2010"
"1774","X237968","20101B205",2010,"M","20101B205_X237968",19.1,24.1,77,"5","03/06/2010"
"1775","X235621","20101B224",2010,"M","20101B224_X235621",18,23.5,77.5,"6","01/06/2010"
"1776","T640776","20101B36",2010,"M","20101B36_T640776",18.1,22.4,78,"6","21/05/2010"
"1777","L315232","20101B47",2010,"M","20101B47_L315232",18.5,24.1,76,"5","25/05/2010"
"1778","X239851","20101B51",2010,"M","20101B51_X239851",18.5,23.2,76.5,"6","14/05/2010"
"1779","X235608","20101B63",2010,"M","20101B63_X235608",17.7,22,77,"6","19/05/2010"
"1780","T176957","20101B69",2010,"M","20101B69_T176957",17.9,25,80,"6","19/05/2010"
"1781","TK27150","20101B89",2010,"M","20101B89_TK27150",18.7,23.7,79,"6","14/05/2010"
"1782","TC58648","20101B90",2010,"M","20101B90_TC58648",18.3,23.3,76,"6","20/05/2010"
"1783","N199398","20101B92",2010,"M","20101B92_N199398",19.8,23.2,80,"6","14/05/2010"
"1784","TL37614","20101B99",2010,"M","20101B99_TL37614",18.3,23.3,78,"5","18/05/2010"
"1785","TA15355","20101C107",2010,"M","20101C107_TA15355",18.7,20.4,75,"6","11/05/2010"
"1786","TB27255","20101C108",2010,"M","20101C108_TB27255",18,20.6,74,"6","14/05/2010"
"1787","TB27291","20101C110",2010,"M","20101C110_TB27291",17.9,20.2,75,"6","17/05/2010"
"1788","L315213","20101C117",2010,"M","20101C117_L315213",19.9,24.4,78,"6","24/05/2010"
"1789","TL37866","20101C122",2010,"M","20101C122_TL37866",18.3,20.1,74,"5","15/05/2010"
"1790","TP25747","20101C128",2010,"M","20101C128_TP25747",18.4,21.6,75,"5","18/06/2010"
"1791","TB27255","20101C13",2010,"M","20101C13_TB27255",19.5,20.7,74,"6","13/06/2010"
"1792","TL39659","20101C140",2010,"M","20101C140_TL39659",18.5,20.3,77,"6","14/05/2010"
"1793","T640380","20101C151",2010,"M","20101C151_T640380",18.2,20.6,76,"6","15/05/2010"
"1794","T176989","20101C160A",2010,"M","20101C160A_T176989",19.6,20,76,"6","21/05/2010"
"1795","TP25627","20101C19",2010,"M","20101C19_TP25627",18.2,21.2,74.5,"5","30/05/2010"
"1796","TP25703","20101C26",2010,"M","20101C26_TP25703",16.5,20.2,74,"5","16/05/2010"
"1797","TP25747","20101C27",2010,"M","20101C27_TP25747",17.1,21.6,75,"5","16/05/2010"
"1798","TP25559","20101C33",2010,"M","20101C33_TP25559",16.4,20.6,73,"5","17/05/2010"
"1799","TP25530","20101C3B",2010,"M","20101C3B_TP25530",17.8,20.6,73,"5","15/05/2010"
"1800","TP25530","20101C4",2010,"M","20101C4_TP25530",18.4,20.8,74,"5","18/06/2010"
"1801","TL37538","20101C46",2010,"M","20101C46_TL37538",17.1,20,76,"6","14/05/2010"
"1802","TB27239","20101C50",2010,"M","20101C50_TB27239",20,20.7,76,"6","11/05/2010"
"1803","TP25628","20101C52",2010,"M","20101C52_TP25628",19.2,21.5,74.5,"5","21/05/2010"
"1804","VH81892","20101C53",2010,"M","20101C53_VH81892",19.4,20.3,76,"6","17/05/2010"
"1805","TB27250","20101C57",2010,"M","20101C57_TB27250",17.6,20.7,74.5,"6","18/05/2010"
"1806","L315211","20101C58",2010,"M","20101C58_L315211",18.2,24.4,77,"5","23/05/2010"
"1807","TL39008","20101C61",2010,"M","20101C61_TL39008",17.2,20.7,79,"6","16/05/2010"
"1808","TJ26165","20101C9",2010,"M","20101C9_TJ26165",18.4,20,76.5,"6","14/05/2010"
"1809","X237967","20101CP12",2010,"M","20101CP12_X237967",19.2,24,75,"5","23/05/2010"
"1810","L315811","20101CP17",2010,"M","20101CP17_L315811",18.4,22.9,74,"5","27/05/2010"
"1811","TJ24832","20101CP2",2010,"M","20101CP2_TJ24832",20.2,24,75.5,"5","27/05/2010"
"1812","L315812","20101CP20",2010,"M","20101CP20_L315812",21,24.3,77.5,"5","02/06/2010"
"1813","F459779","20101CP27",2010,"M","20101CP27_F459779",20.3,23.5,74.5,"6","22/05/2010"
"1814","TP28721","20101CP29",2010,"M","20101CP29_TP28721",18.7,23.8,77,"5","14/05/2010"
"1815","L315809","20101CP3",2010,"M","20101CP3_L315809",18.2,23.8,77,"5","19/05/2010"
"1816","TL38004","20101CP35",2010,"M","20101CP35_TL38004",18.2,23.8,77,"6","05/06/2010"
"1817","N199641","20101CP38",2010,"M","20101CP38_N199641",20.3,23.7,77,"6","17/05/2010"
"1818","N199982","20101CP38A",2010,"M","20101CP38A_N199982",18.3,23.5,76.5,"6","22/05/2010"
"1819","TC25860","20101CP39",2010,"M","20101CP39_TC25860",17.4,22.1,76,"6","12/05/2010"
"1820","TC59676","20101CP40A",2010,"M","20101CP40A_TC59676",19.6,23.2,75,"6","13/05/2010"
"1821","TL38822","20101CP6",2010,"M","20101CP6_TL38822",18.2,23.3,75,"5","17/05/2010"
"1822","TJ24516","20101CP7",2010,"M","20101CP7_TJ24516",17.6,24,76.5,"6","13/05/2010"
"1823","TP41712","20101EX10",2010,"M","20101EX10_TP41712",17.8,23.3,77,"5","19/05/2010"
"1824","TJ24754","20101EX11",2010,"M","20101EX11_TJ24754",17.5,23.1,75,"5","13/05/2010"
"1825","TJ24871","20101EX18",2010,"M","20101EX18_TJ24871",18.4,23.3,74,"5","17/05/2010"
"1826","TC58678","20101EX18A",2010,"M","20101EX18A_TC58678",18.4,23.2,79,"6","20/05/2010"
"1827","TE80341","20101EX19A",2010,"M","20101EX19A_TE80341",18.5,23.8,76,"6","11/05/2010"
"1828","X239734","20101EX28",2010,"M","20101EX28_X239734",19.2,24.4,78,"5","16/05/2010"
"1829","T640492","20101EX3",2010,"M","20101EX3_T640492",19.6,23.6,77.5,"5","25/05/2010"
"1830","K578724","20101EX30",2010,"M","20101EX30_K578724",19.4,24.5,76,"6","13/05/2010"
"1831","TL39121","20101EX36",2010,"M","20101EX36_TL39121",18.5,23.4,76,"6","16/05/2010"
"1832","T640655","20101EX40",2010,"M","20101EX40_T640655",19.6,23.9,77,"5","16/05/2010"
"1833","T640654","20101EX42",2010,"M","20101EX42_T640654",16.2,23.3,78,"5","16/05/2010"
"1834","X239730","20101EX43",2010,"M","20101EX43_X239730",19,23.8,79,"5","11/05/2010"
"1835","TL38179","20101EX43A",2010,"M","20101EX43A_TL38179",16.7,23,75,"6","15/05/2010"
"1836","TP28604","20101EX46",2010,"M","20101EX46_TP28604",17.4,24.7,76,"5","20/05/2010"
"1837","L315804","20101EX47",2010,"M","20101EX47_L315804",17,22.4,75,"5","18/05/2010"
"1838","TP28755","20101EX48",2010,"M","20101EX48_TP28755",19.1,24,77,"5","18/05/2010"
"1839","TL38247","20101EX49A",2010,"M","20101EX49A_TL38247",19.1,23.8,79,"6","19/05/2010"
"1840","L315807","20101EX49B",2010,"M","20101EX49B_L315807",18.3,23.8,77.5,"5","19/05/2010"
"1841","N199998","20101EX54",2010,"M","20101EX54_N199998",19.1,23.8,76,"6","27/05/2010"
"1842","TP25040","20101EX55",2010,"M","20101EX55_TP25040",18.4,23.8,75,"5","18/05/2010"
"1843","TP25040","20101EX56",2010,"M","20101EX56_TP25040",17.9,23.8,76,"5","17/06/2010"
"1844","TL37132","20101EX58",2010,"M","20101EX58_TL37132",19.8,23,78,"6","16/05/2010"
"1845","J644949","20101EX5A",2010,"M","20101EX5A_J644949",18,24.5,77,"6","13/05/2010"
"1846","X661866","20101EX62B",2010,"M","20101EX62B_X661866",18.7,23,74.5,"6","26/05/2010"
"1847","TP28638","20101EX62C",2010,"M","20101EX62C_TP28638",19,23.5,76,"5","15/05/2010"
"1848","TC59195","20101EX62E",2010,"M","20101EX62E_TC59195",18.9,23.9,75,"6","15/05/2010"
"1849","L315803","20101EX62I",2010,"M","20101EX62I_L315803",18,23.5,74.5,"5","18/05/2010"
"1850","VE32609","20101EX67",2010,"M","20101EX67_VE32609",20.7,23.9,75,"6","17/05/2010"
"1851","T640690","20101EX7",2010,"M","20101EX7_T640690",19.4,23.4,74.5,"5","15/05/2010"
"1852","TJ24861","20101EX70",2010,"M","20101EX70_TJ24861",18.8,23.8,77,"5","26/06/2010"
"1853","L315813","20101EX72",2010,"M","20101EX72_L315813",18.5,23.1,76,"5","17/06/2010"
"1854","T640675","20101EX75",2010,"M","20101EX75_T640675",17.8,23.1,74,"5","16/05/2010"
